EGID,VAR_NAME,VOL,AREA_F,APT_NUM,ST_NUM,KREIS,ZIPCODE,ROOF,YOC,POC,WOOD,GLASS,METAL,MINERAL,ROOFTILE
168805,b264,993,104,3,4,11,8050,P,1896,< 1919,10.18,1.43,#N/A,18.57,1.21
170761,b265,3536,306,16,6,11,8050,P,1960,1946 - 1960,48.07,3.51,84.33,438.5,14.34
302024530,b266,424,98,1,2,11,8050,F,1906,1900 - 1919,5.96,0.44,10.45,54.33,1.78
302024532,b267,5363,357,20,6,11,8050,P,1906,1900 - 1919,71.55,5.23,125.53,652.74,21.34
164939,b268,1434,173,6,4,10,8049,P,1955,1946 - 1960,87.7,43.96,#N/A,428.59,#N/A
164940,b269,1409,170,6,4,10,8049,P,1955,1946 - 1960,86.2,43.21,#N/A,421.28,#N/A
164941,b270,2177,210,9,5,10,8049,P,1955,1946 - 1960,131.64,65.98,#N/A,643.33,#N/A
164942,b271,1361,178,4,4,10,8049,P,1955,1946 - 1960,83.33,41.77,#N/A,407.23,#N/A
164439,b272,882,135,1,4,10,8049,P,1934,1919 - 1945,5,37.5,37.5,195,85
164430,b273,615,83,1,4,10,8049,P,1933,1919 - 1945,17.1,#N/A,75,130,#N/A
164443,b274,1600,191,5,5,10,8049,P,1951,1946 - 1960,#N/A,1.54,4.62,230.77,11.54
167848,b275,1259,161,4,4,11,8046,P,1957,1946 - 1960,13.47,6.93,84.68,554.25,11.55
167849,b276,1516,157,6,5,11,8046,P,1957,1946 - 1960,16.22,8.34,101.96,667.39,13.9
167851,b277,1460,156,6,4,11,8046,P,1957,1946 - 1960,15.62,8.03,98.2,642.74,13.39
167853,b278,802,115,2,3,11,8046,P,1957,1946 - 1960,8.58,4.41,53.94,353.07,7.36
167854,b279,1256,160,4,4,11,8046,P,1957,1946 - 1960,13.44,6.91,84.48,552.93,11.52
167850,b280,1796,187,6,5,11,8046,P,1956,1946 - 1960,19.22,9.88,120.79,790.66,16.47
167852,b281,1763,186,6,5,11,8046,P,1956,1946 - 1960,18.86,9.7,118.58,776.13,16.17
167912,b282,1345,187,4,4,11,8046,P,1956,1946 - 1960,14.39,7.4,90.46,592.11,12.34
167914,b283,1306,187,4,4,11,8046,P,1956,1946 - 1960,13.97,7.19,87.84,574.94,11.98
167931,b284,1145,162,4,4,11,8046,P,1956,1946 - 1960,12.25,6.3,77.01,504.07,10.5
167932,b285,1350,144,6,5,11,8046,P,1956,1946 - 1960,14.45,7.43,90.8,594.31,12.38
167873,b286,1357,145,6,4,11,8046,P,1956,1946 - 1960,14.52,7.47,91.27,597.4,12.45
167994,b287,961,131,1,4,11,8046,P,1949,1946 - 1960,24.3,1.16,15.04,671.14,35.87
167995,b288,700,136,1,3,11,8046,F,1972,1971 - 1980,17.7,0.84,10.96,488.86,26.13
164824,b289,552,88,1,4,10,8049,P,1950,1946 - 1960,10.36,#N/A,#N/A,118.18,23.18
164949,b290,447,68,1,4,10,8049,P,1939,1919 - 1945,5.18,4.55,#N/A,141.82,6.18
164959,b291,870,121,2,4,10,8049,P,1939,1919 - 1945,65.77,2,10,325,31.38
166897,b292,484,72,1,5,10,8037,P,1889,< 1919,74.1,#N/A,75,390,25.5
144006,b293,915,103,1,4,2,8002,P,1944,1919 - 1945,18,#N/A,#N/A,200,2.62
151726,b294,800,86,1,4,6,8006,O,1923,1919 - 1945,85.5,#N/A,600,390,34
171171,b295,843,91,2,4,11,8052,P,1935,1919 - 1945,31.32,#N/A,148.35,642.86,18.68
171326,b296,1387,202,5,4,11,8052,P,1940,1919 - 1945,29.23,1.6,173.08,250,13.08
147047,b297,2230,158,8,6,3,8055,P,1956,1946 - 1960,#N/A,#N/A,#N/A,#N/A,#N/A
163662,b298,2278,188,8,6,9,8048,P,1930,1919 - 1945,11.34,5.27,#N/A,123.53,16.91
163663,b299,2301,187,8,6,9,8048,P,1930,1919 - 1945,11.46,5.32,#N/A,124.77,17.09
170877,b300,1955,180,6,5,11,8057,P,1931,1919 - 1945,#N/A,#N/A,#N/A,#N/A,#N/A
172559,b301,2701,215,13,6,11,8052,P,1939,1919 - 1945,10,5,10,600,5
9011811,b302,3556,383,16,6,11,8046,P,1953,1946 - 1960,30.6,#N/A,18,1055.86,22.86
2370477,b303,1290,271,1,3,11,8052,P,1950,1946 - 1960,2.01,4.58,10.05,22.92,8.39
171408,b304,2235,172,8,6,11,8052,P,1948,1946 - 1960,3.48,7.94,17.41,39.71,14.54
171409,b305,2235,172,8,6,11,8052,P,1948,1946 - 1960,3.48,7.94,17.41,39.71,14.54
171410,b306,2249,173,8,6,11,8052,P,1948,1946 - 1960,3.5,7.99,17.52,39.96,14.63
171411,b307,2247,173,8,6,11,8052,P,1948,1946 - 1960,3.5,7.98,17.5,39.92,14.62
171412,b308,2247,173,8,6,11,8052,P,1948,1946 - 1960,3.5,7.98,17.5,39.92,14.62
171413,b309,2261,174,8,6,11,8052,P,1948,1946 - 1960,3.52,8.03,17.61,40.17,14.71
171456,b310,1765,170,6,5,11,8052,P,1948,1946 - 1960,2.75,6.27,13.75,31.36,11.48
171457,b311,1764,170,6,5,11,8052,P,1948,1946 - 1960,2.75,6.27,13.74,31.34,11.48
148561,b312,3150,204,8,7,4,8004,O,1896,< 1919,142.5,5,75,1040,#N/A
160469,b313,1070,134,1,5,9,8047,P,1930,1919 - 1945,17.54,1.92,5.77,400,#N/A
145771,b314,1326,134,6,5,3,8055,P,1933,1919 - 1945,#N/A,0.99,4.97,322.93,#N/A
145772,b315,1347,132,6,5,3,8055,P,1933,1919 - 1945,#N/A,1.01,5.05,328.04,#N/A
145773,b316,1330,137,6,5,3,8055,P,1934,1919 - 1945,#N/A,1,4.98,323.9,#N/A
145774,b317,1335,140,6,5,3,8055,P,1934,1919 - 1945,#N/A,1,5,325.12,#N/A
151565,b318,1945,174,5,5,6,8057,P,1934,1919 - 1945,3.21,2.82,6.51,190.55,6.71
151566,b319,1945,174,6,5,6,8057,P,1934,1919 - 1945,3.21,2.82,6.51,190.55,6.71
151567,b320,1945,175,5,5,6,8057,P,1934,1919 - 1945,3.21,2.82,6.51,190.55,6.71
151569,b321,1945,175,6,5,6,8057,P,1934,1919 - 1945,3.21,2.82,6.51,190.55,6.71
151571,b322,2790,251,6,5,6,8057,P,1933,1919 - 1945,4.61,4.04,9.33,273.34,9.62
151513,b323,1723,174,6,4,6,8057,P,1934,1919 - 1945,2.85,2.5,5.76,168.8,5.94
151514,b324,2167,175,6,5,6,8057,P,1934,1919 - 1945,3.58,3.14,7.25,212.3,7.47
151493,b325,2790,251,6,4,6,8057,P,1933,1919 - 1945,4.61,4.04,9.33,273.34,9.62
153019,b326,18187,1292,138,10,6,8006,F,1965,1961 - 1970,#N/A,#N/A,#N/A,#N/A,#N/A
162415,b327,863,104,2,4,9,8048,P,1914,1900 - 1919,9,#N/A,9,244,#N/A
165124,b328,698,79,1,4,10,8049,P,1933,1919 - 1945,35.08,3.85,115.38,140,26.15
141350,b329,1737,154,6,5,2,8038,P,1950,1946 - 1960,21.42,#N/A,14.09,1221.28,6.39
141352,b330,1760,156,6,5,2,8038,P,1950,1946 - 1960,21.7,#N/A,14.28,1237.45,6.47
141356,b331,1754,155,6,5,2,8038,P,1950,1946 - 1960,21.63,#N/A,14.23,1233.23,6.45
141357,b332,1743,154,6,5,2,8038,P,1950,1946 - 1960,21.49,#N/A,14.14,1225.5,6.41
141354,b333,2172,156,8,6,2,8038,P,1950,1946 - 1960,26.78,#N/A,17.62,1527.13,7.99
141355,b334,2171,156,8,6,2,8038,P,1950,1946 - 1960,26.77,#N/A,17.61,1526.43,7.98
141358,b335,1799,160,6,5,2,8038,P,1950,1946 - 1960,22.18,#N/A,14.59,1264.87,6.62
141348,b336,1867,166,6,5,2,8038,P,1950,1946 - 1960,23.02,#N/A,15.15,1312.68,6.87
141349,b337,1856,165,6,5,2,8038,P,1950,1946 - 1960,22.89,#N/A,15.06,1304.95,6.83
141333,b338,2149,192,6,5,2,8038,P,1950,1946 - 1960,26.5,#N/A,17.43,1510.96,7.9
141334,b339,1914,171,6,5,2,8038,P,1950,1946 - 1960,23.6,#N/A,15.53,1345.73,7.04
141337,b340,2190,144,12,5,2,8038,P,1965,1961 - 1970,27.01,#N/A,17.77,1539.78,8.05
141449,b341,530,64,1,4,2,8038,P,1938,1919 - 1945,3.95,1.73,5.77,78,3.01
155315,b342,2470,312,2,5,7,8044,M,1925,1919 - 1945,25.91,4.55,13.64,354.55,30.91
161194,b343,2282,198,6,5,9,8047,P,1938,1919 - 1945,#N/A,#N/A,103.85,230,19.62
174046,b344,1770,221,6,4,12,8051,P,1955,1946 - 1960,57,7.5,300,195,34
174297,b345,1192,128,1,5,12,8051,M,1929,1919 - 1945,#N/A,#N/A,#N/A,#N/A,#N/A
173947,b346,1010,176,1,5,12,8050,P,1953,1946 - 1960,10,1.25,7.9,180,28
165128,b347,424,73,1,4,10,8049,P,1936,1919 - 1945,11.4,2.5,7.5,53.3,#N/A
165143,b348,856,83,1,4,10,8049,P,1933,1919 - 1945,22.23,5,7.5,93.6,37.4
151339,b349,461,63,1,4,6,8057,P,1913,1900 - 1919,28.5,2.5,7.5,26,#N/A
151964,b350,1501,151,6,5,6,8057,P,1927,1919 - 1945,12.24,4.03,20.14,349.05,#N/A
302006297,b351,499,192,1,1,6,8057,F,1930,1919 - 1945,4.27,1.4,7.02,121.71,#N/A
166798,b352,1848,181,3,5,10,8037,P,1934,1919 - 1945,87.69,19.23,230.77,300,104.62
148127,b353,3170,169,10,7,3,8003,O,1897,< 1919,60,#N/A,10,2000,#N/A
174689,b354,1226,126,2,5,12,8051,O,1932,1919 - 1945,85.5,#N/A,375,650,102
174383,b355,1553,192,1,5,12,8051,P,1946,1946 - 1960,#N/A,#N/A,#N/A,#N/A,#N/A
174384,b356,1596,178,4,4,12,8051,P,1946,1946 - 1960,#N/A,#N/A,#N/A,#N/A,#N/A
153400,b357,2438,178,7,6,6,8006,P,1938,1919 - 1945,#N/A,#N/A,#N/A,#N/A,#N/A
165049,b358,608,69,2,4,10,8049,M,1930,1919 - 1945,#N/A,#N/A,#N/A,#N/A,#N/A
166520,b359,2785,208,12,6,10,8037,P,1935,1919 - 1945,#N/A,#N/A,#N/A,#N/A,#N/A
158016,b360,923,132,1,4,7,8053,P,1951,1946 - 1960,#N/A,#N/A,#N/A,#N/A,#N/A
156842,b361,504,63,1,5,7,8032,P,1877,< 1919,#N/A,#N/A,#N/A,#N/A,#N/A
158012,b362,984,163,1,4,7,8032,M,1956,1946 - 1960,#N/A,#N/A,#N/A,#N/A,#N/A
158014,b363,831,93,1,4,7,8053,P,1930,1919 - 1945,#N/A,#N/A,#N/A,#N/A,#N/A
157731,b364,1955,246,4,4,7,8053,M,1946,1946 - 1960,5.7,12.5,15,26,#N/A
168901,b365,1178,106,3,5,11,8046,P,1968,1961 - 1970,45.6,5,37.5,390,8.5
141744,b366,1125,128,2,4,2,8038,P,1936,1919 - 1945,35.08,9.62,46.15,200,15.69
163589,b367,1047,146,3,4,9,8048,M,1929,1919 - 1945,#N/A,#N/A,#N/A,#N/A,#N/A
163590,b368,511,67,1,4,9,8048,P,1930,1919 - 1945,#N/A,#N/A,#N/A,#N/A,#N/A
154509,b369,551,101,1,4,7,8044,P,1950,1946 - 1960,#N/A,#N/A,#N/A,#N/A,#N/A
155298,b370,420,58,1,4,7,8044,P,1935,1919 - 1945,95,2.08,12.5,65,#N/A
158545,b371,551,76,5,4,7,8053,P,1965,1961 - 1970,23.6,#N/A,93.14,188.36,#N/A
158546,b372,780,112,2,4,7,8053,P,1965,1961 - 1970,33.4,#N/A,131.86,266.64,#N/A
162811,b373,1596,238,1,3,9,8048,P,1949,1946 - 1960,8.77,#N/A,28.85,300,13.08
162624,b374,1672,192,4,4,9,8048,P,1950,1946 - 1960,14.27,0.57,5.14,342.5,10.28
162625,b375,1372,163,4,4,9,8048,P,1950,1946 - 1960,11.72,0.47,4.22,281.34,8.44
162626,b376,1388,165,4,4,9,8048,P,1950,1946 - 1960,11.86,0.47,4.27,284.6,8.54
162627,b377,2120,193,6,5,9,8048,P,1950,1946 - 1960,18.07,0.72,6.5,433.61,13.01
162628,b378,1680,192,5,4,9,8048,P,1950,1946 - 1960,14.34,0.57,5.16,344.13,10.32
162629,b379,1351,186,4,3,9,8048,P,1950,1946 - 1960,11.54,0.46,4.16,277.05,8.31
162630,b380,2009,166,6,5,9,8048,P,1950,1946 - 1960,17.13,0.69,6.17,411.06,12.33
162631,b381,1680,195,5,4,9,8048,P,1950,1946 - 1960,14.34,0.57,5.16,344.13,10.32
162632,b382,1584,184,4,4,9,8048,P,1950,1946 - 1960,13.52,0.54,4.87,324.57,9.74
162633,b383,1776,165,6,5,9,8048,P,1950,1946 - 1960,15.15,0.61,5.46,363.68,10.91
162634,b384,1680,194,5,5,9,8048,P,1950,1946 - 1960,14.34,0.57,5.16,344.13,10.32
162635,b385,1579,184,4,4,9,8048,P,1950,1946 - 1960,13.48,0.54,4.85,323.56,9.71
162636,b386,1781,166,6,5,9,8048,P,1950,1946 - 1960,15.2,0.61,5.47,364.7,10.94
162810,b387,1527,167,5,4,9,8048,P,1950,1946 - 1960,13.04,0.52,4.69,312.96,9.39
162812,b388,1525,164,5,4,9,8048,P,1950,1946 - 1960,13.02,0.52,4.69,312.55,9.38
162814,b389,1280,162,4,4,9,8048,P,1950,1946 - 1960,10.94,0.44,3.94,262.56,7.88
162815,b390,1590,161,4,5,9,8048,P,1950,1946 - 1960,13.57,0.54,4.89,325.8,9.77
162817,b391,1529,166,5,4,9,8048,P,1950,1946 - 1960,13.06,0.52,4.7,313.36,9.4
151174,b392,825,95,1,4,6,8057,P,1895,< 1919,21.92,5.77,28.85,50,2.62
166563,b393,8610,355,95,10,10,8037,F,1960,1946 - 1960,87.66,#N/A,49.15,1454.93,#N/A
166561,b394,1900,333,3,4,10,8037,F,1960,1946 - 1960,19.34,#N/A,10.85,321.07,#N/A
162463,b395,329,85,1,2,9,8048,P,1950,1946 - 1960,15.46,#N/A,1.18,62.95,0.81
162466,b396,1162,175,4,3,9,8048,P,1949,1946 - 1960,54.28,#N/A,4.16,221.05,2.85
162468,b397,1227,176,4,3,9,8048,P,1949,1946 - 1960,57.3,#N/A,4.39,233.31,3.01
162461,b398,300,84,1,2,9,8048,P,1950,1946 - 1960,14.1,#N/A,1.08,57.42,0.74
162470,b399,1164,174,4,3,9,8048,P,1949,1946 - 1960,54.38,#N/A,4.16,221.43,2.86
162469,b400,1192,174,5,3,9,8048,P,1949,1946 - 1960,55.67,#N/A,4.26,226.71,2.93
162471,b401,327,84,1,2,9,8048,P,1950,1946 - 1960,15.37,#N/A,1.18,62.57,0.81
162480,b402,1143,175,4,3,9,8048,P,1949,1946 - 1960,53.4,#N/A,4.09,217.47,2.81
162478,b403,1172,176,5,3,9,8048,P,1949,1946 - 1960,54.75,#N/A,4.19,222.94,2.88
162476,b404,1168,175,4,3,9,8048,P,1949,1946 - 1960,54.56,#N/A,4.18,222.18,2.87
162474,b405,1202,173,5,3,9,8048,P,1949,1946 - 1960,56.14,#N/A,4.3,228.6,2.95
162486,b406,1801,179,6,4,9,8048,P,1950,1946 - 1960,83.76,#N/A,6.41,341.08,4.4
162487,b407,1953,183,6,4,9,8048,P,1950,1946 - 1960,90.73,#N/A,6.95,369.48,4.77
